time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.017902498975638836,3140.625
0.021333333333333333,0.03634655489697197,3281.25
0.032,0.016269977835645953,3328.125
0.042666666666666665,0.02989569658693623,3234.375
0.05333333333333334,0.018908367911235634,3140.625
0.064,0.008868233618499699,375.0
0.07466666666666667,0.0035250896627832488,3281.25
0.08533333333333333,0.003600784556839049,375.0
0.096,0.006123744179142262,375.0
0.10666666666666667,0.004958973483950125,1406.25
0.11733333333333333,0.004647968908678199,3328.125
0.128,0.005600650007257378,375.0
0.13866666666666666,0.0059016998677303605,3140.625
0.14933333333333335,0.00841850101010627,2718.75
0.16,0.0064927831437115915,375.0
