time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.009741284823502633,3421.875
0.021333333333333333,0.010412719130663765,3328.125
0.032,0.0088753277219406,3328.125
0.042666666666666665,0.019234912990074567,3328.125
0.05333333333333334,0.016640243566424608,3375.0
0.064,0.021596009646910257,3328.125
0.07466666666666667,0.013427448161163296,3375.0
0.08533333333333333,0.01203855328761302,3281.25
0.096,0.01424848308702295,3000.0
0.10666666666666667,0.015710033613277535,3234.375
0.11733333333333333,0.012163140915611229,3421.875
0.128,0.014358812068311952,3421.875
0.13866666666666666,0.01201584224305843,3468.75
0.14933333333333335,0.018941885444571906,3468.75
0.16,0.00882805350655342,3515.625
