time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.007166582122012698,3187.5
0.021333333333333333,0.009754528399984284,3187.5
0.032,0.009545656660871357,3234.375
0.042666666666666665,0.0027401043119161385,375.0
0.05333333333333334,0.008672540964997845,1359.375
0.064,0.014182086435978845,3140.625
0.07466666666666667,0.005050195805309332,3281.25
0.08533333333333333,0.007403487125252748,3281.25
0.096,0.008632609301837216,1359.375
0.10666666666666667,0.0059997556403017325,3281.25
0.11733333333333333,0.008580570884242154,3281.25
0.128,0.007049396256385695,1359.375
0.13866666666666666,0.004100362422163738,1406.25
0.14933333333333335,0.006343157319815598,3140.625
0.16,0.01107706955144264,1359.375
