time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.013700133074432264,3234.375
0.021333333333333333,0.011961734591279154,3328.125
0.032,0.006896868991020142,3468.75
0.042666666666666665,0.010782385438971046,3187.5
0.05333333333333334,0.009989038199029942,3234.375
0.064,0.00697742534081287,3375.0
0.07466666666666667,0.009785346832356837,3328.125
0.08533333333333333,0.015871542289787707,3328.125
0.096,0.008551425043930565,3234.375
0.10666666666666667,0.007072136146438885,3187.5
0.11733333333333333,0.014090280339296846,3187.5
0.128,0.00855966537371199,3187.5
0.13866666666666666,0.010429216054422819,3281.25
0.14933333333333335,0.019480732762135893,3234.375
0.16,0.004191401618906093,0.0
