time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,1.9064795205928555,3140.625
0.021333333333333333,1.374413687531404,3187.5
0.032,3.746743935138283,2859.375
0.042666666666666665,6.785164708136932,2812.5
0.05333333333333334,3.3100188946140316,3140.625
0.064,3.0399615687985793,3000.0
0.07466666666666667,3.878016795006186,3000.0
0.08533333333333333,2.034511710474497,3140.625
0.096,5.027166932274728,3375.0
0.10666666666666667,2.376581467429106,3140.625
0.11733333333333333,3.174923685418732,3000.0
0.128,5.365858846378936,2859.375
0.13866666666666666,0.43028626887899063,3000.0
0.14933333333333335,1.724211083641231,2906.25
0.16,3.680979446248285,3375.0
