time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.026244402806112503,3328.125
0.021333333333333333,0.012366066068656546,3421.875
0.032,0.10999438909241918,3281.25
0.042666666666666665,0.01892172401008017,3328.125
0.05333333333333334,0.01139051730064189,3375.0
0.064,0.020736664790254065,3375.0
0.07466666666666667,0.062022550297439964,3281.25
0.08533333333333333,0.00854527230694929,3187.5
0.096,0.009735818836257017,3375.0
0.10666666666666667,0.011140726153401719,3375.0
0.11733333333333333,0.012632251849266144,3234.375
0.128,0.011987126491436316,3375.0
0.13866666666666666,0.015347928058110125,3375.0
0.14933333333333335,0.008704043582059482,3328.125
0.16,0.004267279046558919,3328.125
