time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.013212614365459185,3328.125
0.021333333333333333,0.014794729744086955,3421.875
0.032,0.01854428875120015,3421.875
0.042666666666666665,0.01079974900445591,3515.625
0.05333333333333334,0.021882844780756378,3468.75
0.064,0.01670637821733479,3421.875
0.07466666666666667,0.0137831849952708,3281.25
0.08533333333333333,0.014049015165901237,3468.75
0.096,0.017138256329062396,3375.0
0.10666666666666667,0.01368148156421441,3328.125
0.11733333333333333,0.006157876483509963,3000.0
0.128,0.009834606193802378,2859.375
0.13866666666666666,0.019306287757925672,3375.0
0.14933333333333335,0.013124016013765076,3328.125
0.16,0.015705137485637566,3328.125
