time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.02089843743504124,3140.625
0.021333333333333333,0.005590370474951134,3281.25
0.032,0.005662682489163084,3281.25
0.042666666666666665,0.010998931736317,2625.0
0.05333333333333334,0.02632831215922131,2765.625
0.064,0.026731098414259573,3187.5
0.07466666666666667,0.013114260616135963,3234.375
0.08533333333333333,0.008545456410173524,3187.5
0.096,0.021857963300883375,3234.375
0.10666666666666667,0.005844776011407444,3281.25
0.11733333333333333,0.005130626288525195,3421.875
0.128,0.008914299266785306,2625.0
0.13866666666666666,0.005331496758519353,3281.25
0.14933333333333335,0.015169664731573553,3234.375
0.16,0.006656907458061298,3281.25
