time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.009823849402206633,3328.125
0.021333333333333333,0.011764829047242829,3281.25
0.032,0.012412727017462644,3281.25
0.042666666666666665,0.008951338202885331,3328.125
0.05333333333333334,0.007336580931120247,1406.25
0.064,0.013357230288071825,3281.25
0.07466666666666667,0.014934336115960106,3281.25
0.08533333333333333,0.006187410402149618,1406.25
0.096,0.009918164718574814,3281.25
0.10666666666666667,0.013547211124391488,3281.25
0.11733333333333333,0.005388264269889762,1406.25
0.128,0.011933740095010581,3281.25
0.13866666666666666,0.011617586027149263,3375.0
0.14933333333333335,0.007883393833084701,3421.875
0.16,0.010826995812305434,3281.25
