time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.00879024263026313,3140.625
0.021333333333333333,0.00603442597460333,375.0
0.032,0.07224780522950991,3328.125
0.042666666666666665,0.04473303701080106,3187.5
0.05333333333333334,0.031622661297173345,3187.5
0.064,0.01761051600990951,3187.5
0.07466666666666667,0.0030589998873595875,375.0
0.08533333333333333,0.004662375399716421,328.125
0.096,0.011750139419595278,375.0
0.10666666666666667,0.023912021558846964,3140.625
0.11733333333333333,0.007978625010270017,3375.0
0.128,0.034803480527824754,3187.5
0.13866666666666666,0.014810530364172302,3140.625
0.14933333333333335,0.022608314016432422,3328.125
0.16,0.019008112580874287,3328.125
