time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,2.3393598715143478,2859.375
0.021333333333333333,6.446411773231061,2812.5
0.032,0.26103143805841555,2953.125
0.042666666666666665,2.207223862560899,3234.375
0.05333333333333334,2.4708919415782806,2812.5
0.064,2.9288073142551436,3000.0
0.07466666666666667,2.0282253284018195,2812.5
0.08533333333333333,1.0927838857330578,3187.5
0.096,4.5678424467585,2859.375
0.10666666666666667,5.055029415607847,2812.5
0.11733333333333333,2.1136054381583422,2859.375
0.128,1.4046264734114398,3000.0
0.13866666666666666,1.499532599514108,2859.375
0.14933333333333335,2.565032847988732,2812.5
0.16,5.4212568840831645,2812.5
