time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,3.715486717186579,3187.5
0.021333333333333333,2.6026466547734515,3093.75
0.032,4.0668731451529485,2812.5
0.042666666666666665,0.4053541480501963,3234.375
0.05333333333333334,1.6473085064309916,3328.125
0.064,3.4653004936159792,2765.625
0.07466666666666667,4.679729280945747,2953.125
0.08533333333333333,3.0482497776565727,3234.375
0.096,2.4268367897600016,3187.5
0.10666666666666667,3.718241219600379,2859.375
0.11733333333333333,3.4134342247259513,2812.5
0.128,2.5793824950024957,2812.5
0.13866666666666666,1.554519768145794,3328.125
0.14933333333333335,3.604999355788582,2812.5
0.16,3.2735287311007655,2812.5
