time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.22994493611843786,3468.75
0.021333333333333333,0.3315536558390605,3328.125
0.032,0.4956725844504136,3421.875
0.042666666666666665,0.1918966927254877,3421.875
0.05333333333333334,0.39577724368353795,3421.875
0.064,0.42397323238998375,3375.0
0.07466666666666667,0.3375201001880614,3328.125
0.08533333333333333,0.15385823001984228,3421.875
0.096,0.41712965364332333,3328.125
0.10666666666666667,0.2747472147640293,3375.0
0.11733333333333333,0.4664951750858862,3328.125
0.128,0.572394652098875,3421.875
0.13866666666666666,0.43509436982626365,3468.75
0.14933333333333335,0.1770573116073143,3468.75
0.16,0.31225165525404086,3421.875
