label,source_file,segment_index,start_sample,end_sample,td_mean,td_std,td_variance,td_rms,td_peak_abs,td_peak_to_peak,td_skewness,td_kurtosis,td_crest_factor,td_shape_factor,td_impulse_factor,td_clearance_factor,td_energy,td_entropy,fd_dominant_freq_hz,fd_spectral_centroid_hz,fd_spectral_bandwidth_hz,fd_total_band_energy,fd_envelope_dominant_freq_hz,fd_band_energy_0_500_hz,fd_band_energy_500_1500_hz,fd_band_energy_1500_3000_hz,fd_bpfi_hz,fd_bpfi_h1_fft_amp,fd_bpfi_h1_envelope_amp,fd_bpfi_h2_fft_amp,fd_bpfi_h2_envelope_amp,fd_bpfi_h3_fft_amp,fd_bpfi_h3_envelope_amp,fd_bpfo_hz,fd_bpfo_h1_fft_amp,fd_bpfo_h1_envelope_amp,fd_bpfo_h2_fft_amp,fd_bpfo_h2_envelope_amp,fd_bpfo_h3_fft_amp,fd_bpfo_h3_envelope_amp,fd_bsf_hz,fd_bsf_h1_fft_amp,fd_bsf_h1_envelope_amp,fd_bsf_h2_fft_amp,fd_bsf_h2_envelope_amp,fd_bsf_h3_fft_amp,fd_bsf_h3_envelope_amp,fd_ftf_hz,fd_ftf_h1_fft_amp,fd_ftf_h1_envelope_amp,fd_ftf_h2_fft_amp,fd_ftf_h2_envelope_amp,fd_ftf_h3_fft_amp,fd_ftf_h3_envelope_amp
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,0,0,2048,0.015750576288828592,0.1336768542272595,0.01786950135609599,0.13460156763398484,0.4817825948103792,0.9344893013972055,0.011874715644123287,2.9019717688443833,3.5793238019371807,1.2437705141784787,4.451857405546675,5.226519950001042,37.104807955509656,-60.13613062333077,3363.28125,2699.7517212770654,1113.5712030436857,0.0036359685492217447,41.015625,5.9742084819386986e-05,0.0002469193927718102,0.0005764895928710517,162.19,0.0028462729331240927,0.004084040553011115,0.000930027794432887,0.0018211226334896118,0.0005975901916964925,0.000166620900206726,107.36,0.0002768795165901677,0.004070390615408424,0.0001425174262643044,0.0024776778894465587,0.0005039012091362461,0.0009207928581306242,141.17,0.00018880049141183154,0.003752406539919563,0.00037571249031984825,0.0018844807084058162,0.002078083173932737,0.003611374713050401,11.93,7.498657861736946e-06,0.005058409965245905,6.176768315687899e-05,0.00542634380229289,7.614595403178856e-05,0.00539568062267664
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,1,1024,3072,0.015344885034618262,0.14004591270451053,0.019612857665239382,0.14088407703486236,0.5090716966067864,1.0036866666666666,-0.00873975363334023,3.0759548540923993,3.6134083235028363,1.2495353357661825,4.515081382768435,5.29456911548099,40.64936583570439,-51.79341653200882,3369.140625,2659.548321432504,1109.7985860091792,0.0038504822254276628,46.875,6.43984816179575e-05,0.0002907744203785105,0.0011084115848124286,162.19,0.003022719306699941,0.003757379973779476,0.0008953114871701061,0.003491594302327052,0.0005931310678383733,0.002302238744387189,107.36,0.00015986297105776134,0.0031415626659763605,0.000529735667162995,0.006755902466835784,0.00048373539872239197,0.00314751233231799,141.17,0.0004295000233279573,0.0048932240089913405,0.0003913632804338462,0.002423846555336665,0.0017005492269946431,0.0034986487880894275,11.93,1.4057947337832683e-06,0.005355462825058116,5.527074460397913e-05,0.0012695407060695856,8.013771805130477e-05,0.004774974973770871
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,2,2048,4096,0.015279530275386725,0.13895812441985705,0.019309360342284476,0.1397956522489914,0.5090716966067864,1.0036866666666666,-0.003106964963920221,3.0787234396633756,3.641541696161436,1.2560333727861421,4.573897898771017,5.388300863308812,40.02370434605248,-52.31163106621012,3228.515625,2670.401685297023,1114.6042762895202,0.003473615526058284,41.015625,6.240300297086435e-05,0.0002758836365842243,0.000705812412266478,162.19,0.0028689945775366658,0.005384965206404379,0.000322266403852941,0.003157026326625809,0.0005081463595536964,0.0012019159118535053,107.36,0.00014352293505510383,0.00394135145450115,0.00018462142411062002,0.005929471344360262,0.0001927348761484613,0.001331047993946644,141.17,0.0005498201951862362,0.004258437218042901,0.00014009058667928807,0.004333141237632058,0.002338220856736023,0.001868365688329633,11.93,5.909861655244568e-06,0.0022256966451735145,4.9782446057042104e-05,0.004130932624758995,7.218542881005726e-05,0.00518430443829893
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,3,3072,5120,0.015305624590662426,0.12859533083207977,0.016536759111812044,0.12950297778785758,0.40608782435129737,0.8058406786427146,-0.009985890956531145,2.7468779856970476,3.1357412106501608,1.2427155473231912,3.896834354857001,4.583165935461842,34.347051532128944,-74.1747274244245,3328.125,2663.4445379059607,1139.674564245261,0.0029098479647863135,11.71875,8.090928727811888e-05,0.00025199192500915734,0.0006035795068292238,162.19,0.003143089580832272,0.001986514066609553,0.00034960731495939026,0.0030479944468434356,0.0009653373548295788,0.004037431044216341,107.36,0.0002420753617216641,0.004041652089759034,0.0005039331948015292,0.0014811981771922923,0.00029966681521987313,0.0030479944468434356,141.17,0.0003603469834193346,0.002080636139660245,0.00037926804142069987,0.0024589917461280016,0.002791952208992796,0.002578308694162285,11.93,4.838709395045523e-06,0.006431599652264893,5.679098846693484e-05,0.001263321551500283,7.823303318160442e-05,0.0015476056616671196
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,4,4096,6144,0.015259146570140967,0.13271306792679122,0.017612758398541102,0.13358742438040397,0.432239880239521,0.8474240718562874,-0.023236706386957177,2.602794869651753,3.2356330114477942,1.2248035698476836,3.9630148631382687,4.61228916748218,36.547788702904626,-67.48501887374363,3363.28125,2697.262776301277,1115.9373694103888,0.003527000035396831,70.3125,8.459997824453381e-05,0.00024266647171000357,0.0005265580726379527,162.19,0.0029030534520833873,0.004318296897156461,0.0005302567134404234,0.002987310718731163,0.0008549904811716915,0.0014580114577989454,107.36,0.00025673094487654847,0.004303745242245381,7.402169854398832e-05,0.0016840821029319671,0.00047023101458883106,0.002987310718731163,141.17,0.0006229585383318586,0.00361065119628374,0.0003164543438628038,0.0017502825016429383,0.0033630862049764715,0.0014567856976665993,11.93,1.1689482918762312e-05,0.004183704940516769,4.933004528882279e-05,0.006254722765906205,6.777124424607305e-05,0.003047824653015624
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,5,5120,7168,0.015253435960111028,0.13828671194328312,0.019123214700084566,0.13912541826953756,0.5204421556886227,0.9502455089820359,-0.05529987383679874,2.9383408503638746,3.7408128734630877,1.242507408439372,4.647987708863261,5.447491372092763,39.64084635376389,-56.20770954140536,3369.140625,2688.371786427669,1103.5950855348726,0.003717639466400021,46.875,7.906034803204518e-05,0.00025235054082804314,0.0008016220320796113,162.19,0.003013060294698733,0.006833669017721241,0.0004233215052392518,0.0013036668051803347,0.0003589537100236634,0.004220575948572486,107.36,0.00025536096124064567,0.0016195790969010953,0.00044815864494645056,0.00567491089013463,0.00013940745061183067,0.0013036668051803347,141.17,0.00048001154686149773,0.002517548014178771,0.0006613400694437868,0.0024394760381455287,0.003133638872414962,0.0022367513529689465,11.93,6.548526439635811e-06,0.001681157888054911,4.637482783902598e-05,0.005480366526447379,6.539115438647856e-05,0.006133300452186897
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,6,6144,8192,0.014884942985123504,0.1392516190689811,0.01939101341333262,0.14004490330248723,0.5204421556886227,0.977209740518962,-0.0669872236275537,3.097465559921639,3.7162520264268664,1.2630856689142616,4.693944676653359,5.573802714720801,40.16655347917414,-53.53157756177708,3234.375,2710.214963867908,1096.9242118396699,0.003916059081469894,29.296875,7.189575474520571e-05,0.0002606383378539616,0.0006188892741049039,162.19,0.00272801741946395,0.004275900577616872,0.0007686769048208489,0.0018992701900655946,0.0002083593412679712,0.002513779437335581,107.36,0.00021663709733246402,0.0062356918533657685,0.00022260107525333569,0.007396727137651311,0.0003647317780369984,0.0018992701900655946,141.17,0.0003239544223799578,0.0022612848328948366,0.00044022462758410943,0.001931099928105156,0.0030571655958346535,0.0019189657334484774,11.93,3.982920278365438e-06,0.0031940980642991656,5.020135783958626e-05,0.007727954724077343,6.614651658542773e-05,0.004460895408039303
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,7,7168,9216,0.015042777901228791,0.13877257905387697,0.019257828697264535,0.13958550735749836,0.48763025948103794,0.9177584830339321,-0.03928508225477856,2.909491972798737,3.49341610538512,1.2500661967080682,4.367001384377489,5.145180241602428,39.903465193984474,-58.11231916433771,3234.375,2648.703044791714,1131.876373396395,0.0029062224630617495,105.46875,6.384593191648908e-05,0.0002772138563051669,0.0005479323852485495,162.19,0.003090082674538128,0.006016115692065374,0.0005970748337247026,0.00152809459329059,0.0007237289092738996,0.003179839625173488,107.36,0.00010787414464811346,0.00709589730383502,0.00043970904673800625,0.0014880980401096693,0.0005970748337247026,0.00152809459329059,141.17,0.0005753532636204382,0.000928446368785407,0.00038134186504603154,0.0021732232698937325,0.0016656405894200162,0.003730399525412009,11.93,2.5750717008392555e-06,0.004051443183644866,5.1358637541262586e-05,0.0022030696217853326,6.953853220750834e-05,0.004091149659873244
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,8,8192,10240,0.015225596736215069,0.1405850715955473,0.01976416235552516,0.14140714674831326,0.48763025948103794,0.9177584830339321,-0.04761407898428872,2.86481331694826,3.4484131155616753,1.2483663513237397,4.304882898930658,5.073754542430045,40.95176939826996,-55.981728005042726,3263.671875,2728.364443532773,1086.634474428438,0.004015165325769318,23.4375,6.180802005217189e-05,0.00023596832600374226,0.0006372693913765163,162.19,0.002839469410869213,0.006797463970607724,0.0005493045747525429,0.0016673900976310906,0.0014317443456375336,0.00172006875076321,107.36,0.00011849559659906547,0.0031404508505695587,0.00019200251733278963,0.0028935273022425356,0.0005493045747525429,0.0010760355742131353,141.17,0.0003438422339671901,0.0007578794486773933,0.00024459877692055627,0.0024701606329531867,0.0011132659974523382,0.0033427142925504883,11.93,2.701393718020414e-06,0.005142962706908201,5.231292001533403e-05,0.007567839928226944,7.64333221066441e-05,0.005374643654448087
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,9,9216,11264,0.015290158355164672,0.14304187936421212,0.02046097925204581,0.1438567627696794,0.5258025149700598,1.0384477844311375,-0.03624559815731632,2.9771538409956726,3.655042035193655,1.2584854170957902,4.599817100163333,5.458330799377288,42.382885262483086,-47.96623817371684,3369.140625,2671.3954092002386,1117.3211326950725,0.00367765421729776,46.875,6.353822622998651e-05,0.0002629801008760792,0.0008047389964518427,162.19,0.0030222750650295283,0.00679561244121839,0.0004610213176716058,0.0021247549362673718,0.0011137366424891057,0.0031506979800566635,107.36,9.718569537400085e-05,0.004820765371785569,0.000461868308721286,0.003223833114647962,0.0004610213176716058,0.0011383140050721427,141.17,0.0004950221642780637,0.0034151679936278525,0.0003402029595367602,0.0010417270651177952,0.0015118840035657018,0.0009488618176539101,11.93,9.305951067331013e-06,0.0013563617866548816,4.656010384969673e-05,0.0010897261943921257,7.686683831930263e-05,0.00669529090767888
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,10,10240,12288,0.015113288072292914,0.14310547598721085,0.020479177257526182,0.1439013159560478,0.5258025149700598,1.0384477844311375,-0.02820179482109057,3.1218324045265646,3.653910400170748,1.2613589902156928,4.608892732697992,5.453619938695327,42.409141726990946,-47.956858982427825,3234.375,2714.319740269064,1077.4490963935789,0.004075315181359994,76.171875,6.139194603825675e-05,0.00024384302988083662,0.000698277073457524,162.19,0.0027702239842457383,0.003015914009356074,0.0003299665453102697,0.0012963439222154003,0.0013574623777714756,0.0027821687368512365,107.36,0.00010312726199504708,0.004460609176628182,0.00018638255209949846,0.006414579210771828,0.0002767614056397842,0.0012963439222154003,141.17,0.0005100280437171325,0.004105340735845748,0.00014357264715753146,0.0012592211245456002,0.002183763320133203,0.0022017942828356676,11.93,7.751789319895451e-06,0.006566724216142603,5.723108548709232e-05,0.005061422888188572,7.626740991981373e-05,0.003253550359898637
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,11,11264,13312,0.014856548563030189,0.1408816900248897,0.019847650584269107,0.14166286605696915,0.475447624750499,0.9257178043912175,-0.0385201833440516,3.1801130136433198,3.356190919921807,1.2606772209608885,4.2310734419411915,4.989195578210746,41.10001688468435,-56.009777376048,3263.671875,2690.8419216581615,1085.8435051042695,0.003540468800603505,17.578125,6.689580921680702e-05,0.00023383869034272018,0.0008540963331315104,162.19,0.002888872508605638,0.00377138982987639,0.00015782078286461225,0.0018435114425312533,0.0009605423796774308,0.0027627923560412165,107.36,0.00015388449505257843,0.0034466089391137116,0.0004074519744701288,0.006875876784043908,0.00015782078286461225,0.0018435114425312533,141.17,0.00040838920327579653,0.0031647922433247645,0.0004030398475148646,0.0027415287047363817,0.0028571098707211476,0.0035555677638067335,11.93,1.7729982134072462e-06,0.008745021074762743,4.8335003470659365e-05,0.0015810393274407765,5.992677195405576e-05,0.005662735763646353
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,12,12288,14336,0.014910402788173653,0.1383127668807996,0.019130421482222416,0.13911413153784194,0.475447624750499,0.9073626347305389,-0.039909668779776,2.9601468131275364,3.4176802852064485,1.2477760042520376,4.264499450085866,5.009447733689084,39.634414783545324,-59.249045421784274,3263.671875,2696.999072770414,1112.716135179014,0.004179877952618969,29.296875,6.617546892724797e-05,0.0002919808881575674,0.0006731202148584319,162.19,0.0027795140347654963,0.0023568162686846182,0.0006870458244780104,0.0015759795659519699,0.0005216899789541696,0.001175395815433681,107.36,0.00018727020281870336,0.003626771677316533,0.00025596776471971725,0.004526765216038755,0.000640005840346762,0.00045955280235863023,141.17,0.000579149554356193,0.0028786346214358985,0.0003315326877144818,0.00445463227840996,0.0031778025068143873,0.001636261224288536,11.93,5.536134576988487e-06,0.0035203470510362413,4.9402559610208886e-05,0.009208757046402213,7.215754035348528e-05,0.0035508963454797607
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_selected/ball/118.mat,13,13312,15360,0.014774299915793414,0.1381819403704569,0.019094248644544502,0.13896952393437317,0.40998626746506983,0.8196476646706587,-0.0337361106772366,2.7134073854965917,2.9501883280443657,1.2416472439489075,3.663093206646522,4.312261521667493,39.552058537054855,-64.79639011316601,3369.140625,2667.5568690881673,1142.603060446781,0.0030797700556882512,46.875,9.067592823747994e-05,0.00024524478289743637,0.0005347965923508995,162.19,0.0030599910375304915,0.002191874511142067,0.0006575141396958575,0.0018296183921313232,0.000681363288368989,0.0032182644442430007,107.36,0.00019510607407854922,0.005732637954230749,0.0004691112190638179,0.0021112579818078504,0.0006575141396958575,0.0017033249183080108,141.17,0.00042304817223519034,0.0018752210596322465,0.000453841540683545,0.002069589713243332,0.003929959666473151,0.0016746679471337494,11.93,6.078232824766915e-06,0.005447216153499726,5.820824365917144e-05,0.004451710912244776,8.413715949008589e-05,0.004844191195861165
