time_sec,stft_energy,stft_max_freq_hz
0.010666666666666666,0.015401041631201732,3328.125
0.021333333333333333,0.008391065164664532,3375.0
0.032,0.009000166532897966,3421.875
0.042666666666666665,0.011431989417711981,3375.0
0.05333333333333334,0.008141817943431995,2859.375
0.064,0.03211000711800685,3375.0
0.07466666666666667,0.014880428120877014,3328.125
0.08533333333333333,0.011767431082350788,3375.0
0.096,0.013775857862614135,3375.0
0.10666666666666667,0.010465414189545972,3375.0
0.11733333333333333,0.015567760531447088,3234.375
0.128,0.01028058973719325,3046.875
0.13866666666666666,0.013191428407356242,3328.125
0.14933333333333335,0.010531480062692415,2859.375
0.16,0.014189081882598237,3375.0
