label,source_file,source_basename,segment_index,start_sample,end_sample,signal_key,rpm,output_fault_status,output_bearing_type,output_fault_location,output_fault_diameter_in,output_motor_load_hp,output_outer_race_position,tf_stft_plot_path,tf_stft_series_path,tf_stft_energy_mean,tf_stft_energy_std,tf_stft_energy_max,tf_stft_energy_min,tf_stft_energy_slope,tf_stft_max_freq_mean_hz,tf_stft_max_freq_std_hz,tf_stft_max_freq_max_hz,tf_stft_max_freq_min_hz,tf_stft_max_freq_slope_hz_per_s,tf_stft_plot_path,tf_stft_series_path
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,0,0,2048,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,/Users/ec/Desktop/automation/hidayet/BitirmeCod/outputs/cwru_database_run/stft/plots/ball/118_segment_0_stft.png,/Users/ec/Desktop/automation/hidayet/BitirmeCod/outputs/cwru_database_run/stft/series/ball/118_segment_0_stft_series.csv,0.013275037312306014,0.005578161480580115,0.03211000711800685,0.008141817943431995,-0.0004709084440781258,3268.75,182.32440182268527,3421.875,2859.375,-1130.022321428568,/Users/ec/Desktop/automation/hidayet/BitirmeCod/outputs/cwru_database_run/stft/plots/ball/118_segment_0_stft.png,/Users/ec/Desktop/automation/hidayet/BitirmeCod/outputs/cwru_database_run/stft/series/ball/118_segment_0_stft_series.csv
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,1,1024,3072,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014540885533822875,0.004357873435090794,0.02309229101157645,0.010104246858136608,0.03303118885432214,3250.0,176.7766952966369,3375.0,2859.375,-219.7265624999906,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,2,2048,4096,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014113597413273822,0.004798645188521996,0.02309229101157645,0.008032366822077523,-0.05257289985694646,3287.5,135.7128171913029,3421.875,2859.375,329.58984375000455,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,3,3072,5120,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.012507318115985428,0.004187973088720429,0.022365718378023754,0.007191919506024999,0.017268194156981432,3334.375,109.41963375007248,3515.625,3046.875,-251.1160714285678,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,4,4096,6144,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.013744626399043523,0.004879524082134779,0.022365718378023754,0.007191919506024999,0.02880118093761107,3343.75,111.80339887498948,3515.625,3046.875,62.77901785715295,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,5,5120,7168,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.015103136158357061,0.005188459542282784,0.023867153205691664,0.008202118815993203,0.0001426472392050139,3328.125,137.9962635363726,3468.75,2906.25,15.694754464287866,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,6,6144,8192,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014650870166981475,0.004784324831362344,0.023867153205691664,0.008202118815993203,-0.010854995168786404,3306.25,132.43512562760682,3468.75,2906.25,219.72656250000787,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,7,7168,9216,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.014551135957302274,0.005831119258005449,0.032342608049865565,0.008597318967829963,0.011956517500616829,3293.75,115.41365820387118,3421.875,3046.875,-156.9475446428463,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,8,8192,10240,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.015154323083990699,0.005258247922282438,0.032342608049865565,0.009199933015315688,0.017591774574599837,3281.25,171.16329922036442,3421.875,2812.5,470.84263392857696,NOT_SAVED,NOT_SAVED
ball,/Users/ec/Desktop/automation/hidayet/BitirmeCod/data/cwru_database_20260329/ball/118.mat,118.mat,9,9216,11264,X118_DE_time,1796.0,FAULT,DRIVE_END,BALL,0.007,0,NONE,NOT_SAVED,NOT_SAVED,0.01483219760174288,0.0028822356254471675,0.022801149230777733,0.01063977520839857,0.0032612196678493167,3328.125,154.99495959546556,3468.75,2812.5,47.08426339286334,NOT_SAVED,NOT_SAVED
